repo,vul_id,file_path,confidence_locations
FFmpeg/FFmpeg,CVE-2020-22015,outputs/results/FFmpeg/FFmpeg/CVE-2020-22015_repo_findings.json,[0]; [1]; [2]; ... and 1 more
FFmpeg/FFmpeg,CVE-2020-22017,outputs/results/FFmpeg/FFmpeg/CVE-2020-22017_repo_findings.json,[0]; [1]
FFmpeg/FFmpeg,CVE-2020-22021,outputs/results/FFmpeg/FFmpeg/CVE-2020-22021_repo_findings.json,[0]; [1]; [2]; ... and 5 more
FFmpeg/FFmpeg,CVE-2020-22022,outputs/results/FFmpeg/FFmpeg/CVE-2020-22022_repo_findings.json,[0]
FFmpeg/FFmpeg,CVE-2020-22030,outputs/results/FFmpeg/FFmpeg/CVE-2020-22030_repo_findings.json,[0]; [1]
FFmpeg/FFmpeg,CVE-2020-22039,outputs/results/FFmpeg/FFmpeg/CVE-2020-22039_repo_findings.json,[0]; [1]; [2]; ... and 5 more
FFmpeg/FFmpeg,CVE-2020-22042,outputs/results/FFmpeg/FFmpeg/CVE-2020-22042_repo_findings.json,[0]; [1]
FFmpeg/FFmpeg,CVE-2020-22043,outputs/results/FFmpeg/FFmpeg/CVE-2020-22043_repo_findings.json,[0]; [1]; [2]; ... and 49 more
FFmpeg/FFmpeg,CVE-2020-22054,outputs/results/FFmpeg/FFmpeg/CVE-2020-22054_repo_findings.json,[0]; [1]; [2]; ... and 1 more
FFmpeg/FFmpeg,CVE-2020-35965,outputs/results/FFmpeg/FFmpeg/CVE-2020-35965_repo_findings.json,[0]; [1]; [2]; ... and 4 more
FFmpeg/FFmpeg,CVE-2021-38090,outputs/results/FFmpeg/FFmpeg/CVE-2021-38090_repo_findings.json,[0]; [1]; [2]; ... and 5 more
FFmpeg/FFmpeg,CVE-2022-3109,outputs/results/FFmpeg/FFmpeg/CVE-2022-3109_repo_findings.json,[0]; [1]; [2]; ... and 7 more
FFmpeg/FFmpeg,CVE-2022-3341,outputs/results/FFmpeg/FFmpeg/CVE-2022-3341_repo_findings.json,[0]; [1]; [2]; ... and 7 more
ImageMagick/ImageMagick,CVE-2020-19667,outputs/results/ImageMagick/ImageMagick/CVE-2020-19667_repo_findings.json,[0]; [1]; [2]; ... and 3 more
ImageMagick/ImageMagick,CVE-2020-25674,outputs/results/ImageMagick/ImageMagick/CVE-2020-25674_repo_findings.json,[0]; [1]; [2]; ... and 7 more
ImageMagick/ImageMagick,CVE-2020-27751,outputs/results/ImageMagick/ImageMagick/CVE-2020-27751_repo_findings.json,[0]; [1]
ImageMagick/ImageMagick,CVE-2020-27753,outputs/results/ImageMagick/ImageMagick/CVE-2020-27753_repo_findings.json,[0]; [1]; [2]; ... and 62 more
ImageMagick/ImageMagick,CVE-2020-27760,outputs/results/ImageMagick/ImageMagick/CVE-2020-27760_repo_findings.json,[0]; [1]; [2]
ImageMagick/ImageMagick,CVE-2020-27761,outputs/results/ImageMagick/ImageMagick/CVE-2020-27761_repo_findings.json,[0]
ImageMagick/ImageMagick,CVE-2020-27762,outputs/results/ImageMagick/ImageMagick/CVE-2020-27762_repo_findings.json,[0]; [1]; [2]; ... and 1 more
ImageMagick/ImageMagick,CVE-2020-27765,outputs/results/ImageMagick/ImageMagick/CVE-2020-27765_repo_findings.json,[0]; [1]
ImageMagick/ImageMagick,CVE-2020-27768,outputs/results/ImageMagick/ImageMagick/CVE-2020-27768_repo_findings.json,[0]; [1]; [2]; ... and 12 more
ImageMagick/ImageMagick,CVE-2020-27769,outputs/results/ImageMagick/ImageMagick/CVE-2020-27769_repo_findings.json,[0]; [1]; [2]
ImageMagick/ImageMagick,CVE-2021-20241,outputs/results/ImageMagick/ImageMagick/CVE-2021-20241_repo_findings.json,[0]; [1]; [2]
ImageMagick/ImageMagick,CVE-2021-20244,outputs/results/ImageMagick/ImageMagick/CVE-2021-20244_repo_findings.json,[0]
ImageMagick/ImageMagick,CVE-2021-20311,outputs/results/ImageMagick/ImageMagick/CVE-2021-20311_repo_findings.json,[0]; [1]; [2]; ... and 8 more
ImageMagick/ImageMagick,CVE-2021-20313,outputs/results/ImageMagick/ImageMagick/CVE-2021-20313_repo_findings.json,[0]; [1]; [2]; ... and 8 more
ImageMagick/ImageMagick,CVE-2021-3574,outputs/results/ImageMagick/ImageMagick/CVE-2021-3574_repo_findings.json,[0]; [1]; [2]
ImageMagick/ImageMagick,CVE-2021-3610,outputs/results/ImageMagick/ImageMagick/CVE-2021-3610_repo_findings.json,[0]; [1]; [2]; ... and 1 more
ImageMagick/ImageMagick,CVE-2021-39212,outputs/results/ImageMagick/ImageMagick/CVE-2021-39212_repo_findings.json,[0]; [1]; [2]; ... and 4 more
ImageMagick/ImageMagick,CVE-2021-4219,outputs/results/ImageMagick/ImageMagick/CVE-2021-4219_repo_findings.json,[0]; [1]; [2]
ImageMagick/ImageMagick,CVE-2022-1114,outputs/results/ImageMagick/ImageMagick/CVE-2022-1114_repo_findings.json,[0]
ImageMagick/ImageMagick,CVE-2022-32545,outputs/results/ImageMagick/ImageMagick/CVE-2022-32545_repo_findings.json,[0]; [1]; [2]; ... and 2 more
ImageMagick/ImageMagick,CVE-2023-34474,outputs/results/ImageMagick/ImageMagick/CVE-2023-34474_repo_findings.json,[0]; [1]; [2]; ... and 11 more
ImageMagick/ImageMagick,CVE-2023-34475,outputs/results/ImageMagick/ImageMagick/CVE-2023-34475_repo_findings.json,[0]; [1]; [2]; ... and 12 more
ImageMagick/ImageMagick,CVE-2023-3745,outputs/results/ImageMagick/ImageMagick/CVE-2023-3745_repo_findings.json,[0]; [1]
apache/httpd,CVE-2020-11985,outputs/results/apache/httpd/CVE-2020-11985_repo_findings.json,[0]
apache/httpd,CVE-2021-40438,outputs/results/apache/httpd/CVE-2021-40438_repo_findings.json,[0]; [1]; [2]
apache/httpd,CVE-2022-31813,outputs/results/apache/httpd/CVE-2022-31813_repo_findings.json,[0]; [1]; [2]; ... and 2 more
curl/curl,CVE-2020-8169,outputs/results/curl/curl/CVE-2020-8169_repo_findings.json,[0]
curl/curl,CVE-2020-8284,outputs/results/curl/curl/CVE-2020-8284_repo_findings.json,[0]; [1]; [2]; ... and 1 more
curl/curl,CVE-2020-8285,outputs/results/curl/curl/CVE-2020-8285_repo_findings.json,[0]; [1]; [2]; ... and 1 more
curl/curl,CVE-2021-22898,outputs/results/curl/curl/CVE-2021-22898_repo_findings.json,[0]; [1]; [2]
curl/curl,CVE-2021-22901,outputs/results/curl/curl/CVE-2021-22901_repo_findings.json,[0]; [1]; [2]; ... and 17 more
curl/curl,CVE-2021-22922,outputs/results/curl/curl/CVE-2021-22922_repo_findings.json,[0]; [1]; [2]; ... and 11 more
curl/curl,CVE-2021-22923,outputs/results/curl/curl/CVE-2021-22923_repo_findings.json,[0]; [1]; [2]; ... and 9 more
curl/curl,CVE-2021-22924,outputs/results/curl/curl/CVE-2021-22924_repo_findings.json,[0]; [1]; [2]; ... and 1 more
curl/curl,CVE-2021-22925,outputs/results/curl/curl/CVE-2021-22925_repo_findings.json,[0]; [1]
curl/curl,CVE-2021-22947,outputs/results/curl/curl/CVE-2021-22947_repo_findings.json,[0]; [1]
curl/curl,CVE-2022-22576,outputs/results/curl/curl/CVE-2022-22576_repo_findings.json,[0]; [1]; [2]; ... and 1 more
curl/curl,CVE-2022-27774,outputs/results/curl/curl/CVE-2022-27774_repo_findings.json,[0]; [1]
curl/curl,CVE-2022-27776,outputs/results/curl/curl/CVE-2022-27776_repo_findings.json,[0]
curl/curl,CVE-2022-27780,outputs/results/curl/curl/CVE-2022-27780_repo_findings.json,[0]; [1]; [2]; ... and 2 more
curl/curl,CVE-2022-27782,outputs/results/curl/curl/CVE-2022-27782_repo_findings.json,[0]; [1]
curl/curl,CVE-2022-32207,outputs/results/curl/curl/CVE-2022-32207_repo_findings.json,[0]; [1]
curl/curl,CVE-2022-32208,outputs/results/curl/curl/CVE-2022-32208_repo_findings.json,[0]
curl/curl,CVE-2022-35260,outputs/results/curl/curl/CVE-2022-35260_repo_findings.json,[0]; [1]; [2]; ... and 1 more
curl/curl,CVE-2022-42915,outputs/results/curl/curl/CVE-2022-42915_repo_findings.json,[0]; [1]; [2]; ... and 3 more
curl/curl,CVE-2022-42916,outputs/results/curl/curl/CVE-2022-42916_repo_findings.json,[0]; [1]; [2]; ... and 2 more
curl/curl,CVE-2022-43551,outputs/results/curl/curl/CVE-2022-43551_repo_findings.json,[0]
curl/curl,CVE-2023-23915,outputs/results/curl/curl/CVE-2023-23915_repo_findings.json,[0]; [1]; [2]; ... and 11 more
curl/curl,CVE-2023-27533,outputs/results/curl/curl/CVE-2023-27533_repo_findings.json,[0]
curl/curl,CVE-2023-27534,outputs/results/curl/curl/CVE-2023-27534_repo_findings.json,[0]; [1]
curl/curl,CVE-2023-27536,outputs/results/curl/curl/CVE-2023-27536_repo_findings.json,[0]; [1]; [2]
curl/curl,CVE-2023-28319,outputs/results/curl/curl/CVE-2023-28319_repo_findings.json,[0]
curl/curl,CVE-2023-38039,outputs/results/curl/curl/CVE-2023-38039_repo_findings.json,[0]; [1]
curl/curl,CVE-2023-38546,outputs/results/curl/curl/CVE-2023-38546_repo_findings.json,[0]; [1]; [2]; ... and 4 more
curl/curl,CVE-2023-46218,outputs/results/curl/curl/CVE-2023-46218_repo_findings.json,[0]
curl/curl,CVE-2023-46219,outputs/results/curl/curl/CVE-2023-46219_repo_findings.json,[0]; [1]; [2]; ... and 2 more
curl/curl,CVE-2024-2004,outputs/results/curl/curl/CVE-2024-2004_repo_findings.json,[0]; [1]; [2]
curl/curl,CVE-2024-2398,outputs/results/curl/curl/CVE-2024-2398_repo_findings.json,[0]; [1]; [2]; ... and 5 more
curl/curl,CVE-2024-8096,outputs/results/curl/curl/CVE-2024-8096_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2020-0009,outputs/results/torvalds/linux/CVE-2020-0009_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-0041,outputs/results/torvalds/linux/CVE-2020-0041_repo_findings.json,[0]
torvalds/linux,CVE-2020-0067,outputs/results/torvalds/linux/CVE-2020-0067_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-0255,outputs/results/torvalds/linux/CVE-2020-0255_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-0404,outputs/results/torvalds/linux/CVE-2020-0404_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-0423,outputs/results/torvalds/linux/CVE-2020-0423_repo_findings.json,[0]
torvalds/linux,CVE-2020-0427,outputs/results/torvalds/linux/CVE-2020-0427_repo_findings.json,[0]; [1]; [2]; ... and 1 more
torvalds/linux,CVE-2020-0429,outputs/results/torvalds/linux/CVE-2020-0429_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2020-0431,outputs/results/torvalds/linux/CVE-2020-0431_repo_findings.json,[0]
torvalds/linux,CVE-2020-0433,outputs/results/torvalds/linux/CVE-2020-0433_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2020-0444,outputs/results/torvalds/linux/CVE-2020-0444_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2020-0465,outputs/results/torvalds/linux/CVE-2020-0465_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2020-10690,outputs/results/torvalds/linux/CVE-2020-10690_repo_findings.json,[0]; [1]; [2]; ... and 10 more
torvalds/linux,CVE-2020-10720,outputs/results/torvalds/linux/CVE-2020-10720_repo_findings.json,[0]
torvalds/linux,CVE-2020-10732,outputs/results/torvalds/linux/CVE-2020-10732_repo_findings.json,[0]
torvalds/linux,CVE-2020-10742,outputs/results/torvalds/linux/CVE-2020-10742_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-10767,outputs/results/torvalds/linux/CVE-2020-10767_repo_findings.json,[0]; [1]; [2]; ... and 19 more
torvalds/linux,CVE-2020-11494,outputs/results/torvalds/linux/CVE-2020-11494_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-12114,outputs/results/torvalds/linux/CVE-2020-12114_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-12362,outputs/results/torvalds/linux/CVE-2020-12362_repo_findings.json,[0]; [1]; [2]; ... and 15 more
torvalds/linux,CVE-2020-12655,outputs/results/torvalds/linux/CVE-2020-12655_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2020-12656,outputs/results/torvalds/linux/CVE-2020-12656_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2020-12659,outputs/results/torvalds/linux/CVE-2020-12659_repo_findings.json,[0]
torvalds/linux,CVE-2020-12768,outputs/results/torvalds/linux/CVE-2020-12768_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2020-12769,outputs/results/torvalds/linux/CVE-2020-12769_repo_findings.json,[0]; [1]; [2]; ... and 14 more
torvalds/linux,CVE-2020-12771,outputs/results/torvalds/linux/CVE-2020-12771_repo_findings.json,[0]; [1]; [2]; ... and 27 more
torvalds/linux,CVE-2020-12826,outputs/results/torvalds/linux/CVE-2020-12826_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-12888,outputs/results/torvalds/linux/CVE-2020-12888_repo_findings.json,[0]; [1]; [2]; ... and 70 more
torvalds/linux,CVE-2020-14305,outputs/results/torvalds/linux/CVE-2020-14305_repo_findings.json,[0]; [1]; [2]; ... and 6 more
torvalds/linux,CVE-2020-14314,outputs/results/torvalds/linux/CVE-2020-14314_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-14351,outputs/results/torvalds/linux/CVE-2020-14351_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2020-14381,outputs/results/torvalds/linux/CVE-2020-14381_repo_findings.json,[0]; [1]; [2]; ... and 9 more
torvalds/linux,CVE-2020-14416,outputs/results/torvalds/linux/CVE-2020-14416_repo_findings.json,[0]; [1]; [2]; ... and 17 more
torvalds/linux,CVE-2020-15436,outputs/results/torvalds/linux/CVE-2020-15436_repo_findings.json,[0]; [1]; [2]; ... and 11 more
torvalds/linux,CVE-2020-15437,outputs/results/torvalds/linux/CVE-2020-15437_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-15852,outputs/results/torvalds/linux/CVE-2020-15852_repo_findings.json,[0]; [1]; [2]; ... and 5 more
torvalds/linux,CVE-2020-16120,outputs/results/torvalds/linux/CVE-2020-16120_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2020-24586,outputs/results/torvalds/linux/CVE-2020-24586_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-24588,outputs/results/torvalds/linux/CVE-2020-24588_repo_findings.json,[0]
torvalds/linux,CVE-2020-25285,outputs/results/torvalds/linux/CVE-2020-25285_repo_findings.json,[0]; [1]; [2]; ... and 17 more
torvalds/linux,CVE-2020-25645,outputs/results/torvalds/linux/CVE-2020-25645_repo_findings.json,[0]; [1]; [2]; ... and 21 more
torvalds/linux,CVE-2020-25673,outputs/results/torvalds/linux/CVE-2020-25673_repo_findings.json,[0]; [1]; [2]; ... and 5 more
torvalds/linux,CVE-2020-26139,outputs/results/torvalds/linux/CVE-2020-26139_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-26141,outputs/results/torvalds/linux/CVE-2020-26141_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2020-26147,outputs/results/torvalds/linux/CVE-2020-26147_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-26555,outputs/results/torvalds/linux/CVE-2020-26555_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-27066,outputs/results/torvalds/linux/CVE-2020-27066_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-27170,outputs/results/torvalds/linux/CVE-2020-27170_repo_findings.json,[0]
torvalds/linux,CVE-2020-27418,outputs/results/torvalds/linux/CVE-2020-27418_repo_findings.json,[0]
torvalds/linux,CVE-2020-27777,outputs/results/torvalds/linux/CVE-2020-27777_repo_findings.json,[0]
torvalds/linux,CVE-2020-28097,outputs/results/torvalds/linux/CVE-2020-28097_repo_findings.json,[0]; [1]; [2]; ... and 11 more
torvalds/linux,CVE-2020-28374,outputs/results/torvalds/linux/CVE-2020-28374_repo_findings.json,[0]
torvalds/linux,CVE-2020-29569,outputs/results/torvalds/linux/CVE-2020-29569_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2020-35508,outputs/results/torvalds/linux/CVE-2020-35508_repo_findings.json,[0]
torvalds/linux,CVE-2020-35513,outputs/results/torvalds/linux/CVE-2020-35513_repo_findings.json,[0]; [1]; [2]; ... and 8 more
torvalds/linux,CVE-2020-35519,outputs/results/torvalds/linux/CVE-2020-35519_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-36312,outputs/results/torvalds/linux/CVE-2020-36312_repo_findings.json,[0]; [1]; [2]; ... and 2 more
torvalds/linux,CVE-2020-36691,outputs/results/torvalds/linux/CVE-2020-36691_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2020-36784,outputs/results/torvalds/linux/CVE-2020-36784_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2020-8428,outputs/results/torvalds/linux/CVE-2020-8428_repo_findings.json,[0]
torvalds/linux,CVE-2021-0512,outputs/results/torvalds/linux/CVE-2021-0512_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2021-0605,outputs/results/torvalds/linux/CVE-2021-0605_repo_findings.json,[0]
torvalds/linux,CVE-2021-0707,outputs/results/torvalds/linux/CVE-2021-0707_repo_findings.json,[0]; [1]; [2]; ... and 4 more
torvalds/linux,CVE-2021-20261,outputs/results/torvalds/linux/CVE-2021-20261_repo_findings.json,[0]; [1]; [2]; ... and 9 more
torvalds/linux,CVE-2021-20292,outputs/results/torvalds/linux/CVE-2021-20292_repo_findings.json,[0]; [1]; [2]; ... and 6 more
torvalds/linux,CVE-2021-20317,outputs/results/torvalds/linux/CVE-2021-20317_repo_findings.json,[0]; [1]; [2]; ... and 13 more
torvalds/linux,CVE-2021-20320,outputs/results/torvalds/linux/CVE-2021-20320_repo_findings.json,[0]; [1]; [2]; ... and 38 more
torvalds/linux,CVE-2021-22543,outputs/results/torvalds/linux/CVE-2021-22543_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2021-26931,outputs/results/torvalds/linux/CVE-2021-26931_repo_findings.json,[0]
torvalds/linux,CVE-2021-28711,outputs/results/torvalds/linux/CVE-2021-28711_repo_findings.json,[0]; [1]; [2]; ... and 15 more
torvalds/linux,CVE-2021-28964,outputs/results/torvalds/linux/CVE-2021-28964_repo_findings.json,[0]
torvalds/linux,CVE-2021-29155,outputs/results/torvalds/linux/CVE-2021-29155_repo_findings.json,[0]
torvalds/linux,CVE-2021-29264,outputs/results/torvalds/linux/CVE-2021-29264_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2021-31916,outputs/results/torvalds/linux/CVE-2021-31916_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2021-33655,outputs/results/torvalds/linux/CVE-2021-33655_repo_findings.json,[0]; [1]
torvalds/linux,CVE-2021-33656,outputs/results/torvalds/linux/CVE-2021-33656_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2021-34866,outputs/results/torvalds/linux/CVE-2021-34866_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2021-3573,outputs/results/torvalds/linux/CVE-2021-3573_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2021-3640,outputs/results/torvalds/linux/CVE-2021-3640_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2021-3655,outputs/results/torvalds/linux/CVE-2021-3655_repo_findings.json,[0]; [1]; [2]; ... and 15 more
torvalds/linux,CVE-2021-3715,outputs/results/torvalds/linux/CVE-2021-3715_repo_findings.json,[0]; [1]; [2]; ... and 3 more
torvalds/linux,CVE-2021-37159,outputs/results/torvalds/linux/CVE-2021-37159_repo_findings.json,[0]; [1]; [2]; ... and 9 more
torvalds/linux,CVE-2021-3732,outputs/results/torvalds/linux/CVE-2021-3732_repo_findings.json,[0]; [1]; [2]; ... and 7 more
torvalds/linux,CVE-2021-38199,outputs/results/torvalds/linux/CVE-2021-38199_repo_findings.json,[0]; [1]; [2]
torvalds/linux,CVE-2021-38205,outputs/results/torvalds/linux/CVE-2021-38205_repo_findings.json,[0]
